title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	treatment_protocol_ch1	growth_protocol_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	relation	cell type:ch1	time post-treatment:ch1	tissue:ch1	treatment agent:ch1
Monocyte-Day1-1 [HG-U133A]	GSM565342	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565342/suppl/GSM565342.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-2 [HG-U133A]	GSM565343	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565343/suppl/GSM565343.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-3 [HG-U133A]	GSM565344	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565344/suppl/GSM565344.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-4 [HG-U133A]	GSM565345	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565345/suppl/GSM565345.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-5 [HG-U133A]	GSM565346	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565346/suppl/GSM565346.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-6 [HG-U133A]	GSM565347	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565347/suppl/GSM565347.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-7 [HG-U133A]	GSM565348	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565348/suppl/GSM565348.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-8 [HG-U133A]	GSM565349	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565349/suppl/GSM565349.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-9 [HG-U133A]	GSM565350	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565350/suppl/GSM565350.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-10 [HG-U133A]	GSM565351	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565351/suppl/GSM565351.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-11 [HG-U133A]	GSM565352	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565352/suppl/GSM565352.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day1-12 [HG-U133A]	GSM565353	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 1 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 1 day in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565353/suppl/GSM565353.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	1 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-1 [HG-U133A]	GSM565354	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565354/suppl/GSM565354.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-2 [HG-U133A]	GSM565355	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565355/suppl/GSM565355.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-3 [HG-U133A]	GSM565356	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565356/suppl/GSM565356.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-4 [HG-U133A]	GSM565357	Public on Jul 13 2010	Jul 12 2010	Jul 13 2010	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565357/suppl/GSM565357.CEL.gz	22283		Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-5 [HG-U133A]	GSM565358	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565358/suppl/GSM565358.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-6 [HG-U133A]	GSM565359	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565359/suppl/GSM565359.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-7 [HG-U133A]	GSM565360	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565360/suppl/GSM565360.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-8 [HG-U133A]	GSM565361	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565361/suppl/GSM565361.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-9 [HG-U133A]	GSM565362	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565362/suppl/GSM565362.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-10 [HG-U133A]	GSM565363	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565363/suppl/GSM565363.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-11 [HG-U133A]	GSM565364	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565364/suppl/GSM565364.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
Monocyte-Day7-12 [HG-U133A]	GSM565365	Public on Jul 13 2010	Jul 12 2010	Sep 01 2016	RNA	1	Monocytes from PBMC	Homo sapiens	tissue: peripheral blood	cell type: Monocytes	treatment agent: macrophage differentiation medium	time post-treatment: 7 day	NA	NA	total RNA	RNeasy Mini Kit (Qiagen)	biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	cRNA was hybridized on GeneChip HGU133A.	GeneChips were scanned using the Affymetrix GeneChip Scanner 3000.	Gene expression data from monocytes after 7 days in vitro macrophage differentiation	The data were analyzed with Microarray Suite version 5.0 (MAS 5.0) using Affymetrix default analysis settings and global scaling as normalization method. The trimmed mean target intensity of each array was arbitrarily set to 500.	GPL96	Alex,,Abbas	abbas@gene.com	Bioinformatics	Genentech, Inc.	1 DNA Way	South San Francisco	CA	94080	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM565nnn/GSM565365/suppl/GSM565365.CEL.gz	22283	Reanalyzed by: GSE86363	Monocytes	7 day	peripheral blood	macrophage differentiation medium
