Hugo	CD4+_T_cells_BGI_output2	CD4+_T_cells_BGI_output1	CD4+_T_cells_BGI_output3	CD8+_T_cells_BGI_output2	Monocytes_BGI_output2	Monocytes_BGI_output3	Monocytes_BGI	CD8+_T_cells_BGI_output3	Monocytes_BGI_output1	CD8+_T_cells_BGI	CD8+_T_cells_BGI_output1	CD4+_T_cells_BGI
ZMIZ1	15.042567600000002	15.0411359	15.042567600000002	8.7531715	47.403179	47.403179	47.105905	8.7546467	47.410758	9.0038557	8.7531715	15.720605899999999
ZMIZ2	87.90386225812063	87.89617225878852	87.90386225812063	98.946823	60.506265365415004	60.506265365415004	61.6879690249858	98.961119	60.518925364735	99.4226563	98.946823	87.84563060354
ZMPSTE24	8.073524	8.072493	8.073524	7.77873	8.979085	8.979085	8.444043	7.78011	8.980521	7.50353	7.77873	7.902474000000001
ZMYM1	3.088304	3.088098	3.088304	2.2670991	1.534342	1.534342	1.3693469999999999	2.2675304	1.534627	2.540129	2.2670991	3.496678
ZMYM2	51.862897114180996	51.865876114291	51.862897114180996	54.496840999999996	28.710341	28.710341	28.425758300000002	54.488847	28.703032999999998	54.225493	54.496840999999996	50.7339010795439
ZMYM3	6.037193655827	6.03651566398	6.037193655827	9.375972000125776	8.91104922	8.91104922	8.4649717	9.377193000125805	8.91265188	9.496362	9.375972000125776	6.987359
ZMYM4	5.330861	5.3318259999999995	5.330861	5.684877999999999	4.57364	4.57364	5.1488510000000005	5.682752	4.574736	6.300181	5.684877999999999	6.031003999999999
ZMYM5	15.2652918531444	15.2637387534885	15.2652918531444	13.554666	8.084953000269062	8.084953000269062	7.842595226653001	13.556903	8.086073000267595	12.72052	13.554666	15.22623083
ZMYM6	14.860427999999999	14.859077000000001	14.860427999999999	19.524037	21.416284	21.416284	21.884747	19.526619	21.42069	19.264512	19.524037	15.019302999999999
ZMYND10	0.64905100296625	0.64904100346837	0.64905100296625	1.7973998	1.8307923	1.8307923	1.5845294	1.797346	1.8312981	2.11197518	1.7973998	0.686153
ZMYND11	30.143005	30.140061000000003	30.143005	28.127294476545202	5.5934132	5.5934132	5.70417183108	28.131716476591702	5.5944064	28.235765600189083	28.127294476545202	30.499179
ZMYND12	0.05342	0.0534137	0.05342	0.135714	0.238679	0.238679	0.306909	0.135738	0.238712	0.09698754	0.135714	0.160206
ZMYND15	0.1993102	0.19928430000000003	0.1993102	0.9470489999999999	9.497784	9.497784	9.75254	0.947169	9.499594	0.739257	0.9470489999999999	0.30738
ZMYND19	15.20271	15.201130000000001	15.20271	16.77593	7.637702000000001	7.637702000000001	8.615639999999999	16.778669999999998	7.638763	17.29263	16.77593	15.56476
ZMYND19P1	0.0460777	0.0460755	0.0460777	0.335866	0.0736923	0.0736923	0.0737117	0.335889	0.0737111	0.209981	0.335866	0.0921487
ZMYND8	10.2186498218	10.2172741182	10.2186498218	13.552804010284843	5.1180937	5.1180937	4.8321102	13.555566010290216	5.1189279	14.47151762495	13.552804010284843	10.193460842806104
ZNF10	6.303834999999999	6.303584	6.303834999999999	9.00582	0.162523	0.162523	0.1128326	9.00661	0.162588	9.479295328500001	9.00582	6.06875
ZNF100	1.208314474	1.208389642	1.208314474	1.87548128104	2.647618	2.647618	3.0174486	1.87527907885	2.64878	2.4688973	1.87548128104	1.19022149837
ZNF101	19.812042	19.81041	19.812042	19.588431	3.76076100695873	3.76076100695873	3.3326216	19.590454	3.76141200700706	18.380464	19.588431	18.973544
ZNF101P1	0	0	0	0	0.0733033	0.0733033	0.0293248	0	0.0733139	0	0	0.0184303
ZNF101P2	0.0808253	0.0808175	0.0808253	0.292998	0.0214623	0.0214623	0.0214648	0.293043	0.0214652	0.195417	0.292998	0.134675
ZNF106	12.2597423	12.2585375	12.2597423	8.2963117	14.5087769	14.5087769	14.315811199999999	8.2977847	14.5114645	8.4286147	8.2963117	12.529436
ZNF107	6.671105000000001	6.670393000000001	6.671105000000001	5.380372	0.587082623687	0.587082623687	0.60343290728008	5.381462	0.587172323832	5.925671	5.380372	6.7696439999999996
ZNF112	0	0	0	0.00819236	0.0144202	0.0144202	0.0216329	0.00819425	0.0144225	0.00819638	0.00819236	0
ZNF114	1.0266295	1.0266864	1.0266295	0.8782179000000001	0.0763427	0.0763427	0.13428289999999998	0.8780361	0.0763543	0.7068639	0.8782179000000001	0.8239057000000001
ZNF114P1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF117	0.8808910000000001	0.880775	0.8808910000000001	1.1218232000000001	2.796314	2.796314	2.883352	1.1219466	2.796679	0.97546	1.1218232000000001	0.769547
ZNF12	8.1423345	8.1427028	8.1423345	10.1773003	6.505217	6.505217	5.735071	10.1755011	6.508077	9.76414	10.1773003	8.806429999999999
ZNF121	8.0328	8.03177	8.0328	10.916461	8.13307	8.13307	7.283055	10.918147000000001	8.134689999999999	10.827676	10.916461	8.754928
ZNF123P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF124	1.391055	1.3910520000000002	1.391055	3.367089	5.956823999999999	5.956823999999999	5.364178	3.367346	5.957940000000001	2.782012	3.367089	1.583194
ZNF131	48.268356	48.266261	48.268356	49.9580976	14.475906	14.475906	15.034962683517	49.9608023	14.478091	48.2985546	49.9580976	47.234295
ZNF132	0.2161752	0.21614730000000001	0.2161752	0.24847750000000002	0.0397055	0.0397055	0.051975999999999994	0.2485311	0.0397117	0.27334749999999997	0.24847750000000002	0.1888272
ZNF133	4.5512887	4.550957299999999	4.5512887	4.2162005	2.2937843	2.2937843	2.5575560732	4.2166354	2.2941884	4.5690296067	4.2162005	4.310206
ZNF134	4.896403	4.8960360000000005	4.896403	6.0264500000000005	2.5407793	2.5407793	2.5465552	6.026730000000001	2.5413077	5.737729	6.0264500000000005	5.065935
ZNF135	0.1360082	0.1359916	0.1360082	0.404988	0.12326427000000001	0.12326427000000001	0.1194414	0.405065	0.12328311	0.448012	0.404988	0.18149689
ZNF136	14.592219	14.591683	14.592219	12.386008200000001	3.4446304999999997	3.4446304999999997	3.4634555999999996	12.3872554	3.4452901	12.739962	12.386008200000001	14.319868
ZNF137P	0.441064	0.441011	0.441064	0.782208	0.6802050000000001	0.6802050000000001	0.545004	0.781968	0.680056	0.848781	0.782208	0.31027
ZNF138	2.817346	2.817112	2.817346	2.680731	0.895506	0.895506	0.8689451	2.680851	0.8956999999999999	3.3671290000000003	2.680731	3.224516
ZNF14	13.9694	13.9675	13.9694	16.9259	1.46799	1.46799	1.51827	16.9297	1.46822	17.2298	16.9259	13.3822
ZNF140	5.6994869	5.6991572	5.6994869	5.357685	3.375687244	3.375687244	3.3439476459999997	5.358102	3.376417621	5.4308568292	5.357685	6.004194
ZNF141	5.323313	5.322932	5.323313	4.851877	2.76465300953033	2.76465300953033	2.6118544999999997	4.8523625	2.76528600942506	4.720097	4.851877	5.3556153
ZNF142	21.2917801	21.289673099999998	21.2917801	22.265151152396	5.249039	5.249039	5.068592000356734	22.268533152577998	5.249874	22.845206	22.265151152396	22.099859
ZNF143	16.131969019828098	16.1333660199816	16.131969019828098	13.161489	16.8243418	16.8243418	16.3399411202063	13.159333	16.8296019	12.687244	13.161489	15.8277162254
ZNF146	23.746425	23.745128	23.746425	15.318719999999999	8.814693	8.814693	9.209366250374	15.320910000000001	8.816105	15.370849999999999	15.318719999999999	21.879197
ZNF148	13.287266	13.285905999999999	13.287266	9.898071999999999	2.7850799999999998	2.7850799999999998	3.2306150000000002	9.899028	2.785519	9.3416161	9.898071999999999	13.2441843
ZNF154	1.327233	1.327053	1.327233	4.285783	0.593453	0.593453	0.440727	4.286718	0.593546	4.06263	4.285783	1.348674
ZNF155	5.4555039999999995	5.4553	5.4555039999999995	5.957352	4.142361	4.142361	3.965971	5.958284	4.143133	6.2778706	5.957352	5.044173
ZNF157	0.340958	0.340914	0.340958	0.32424	0.067154	0.067154	0.0677301	0.324309	0.0671632	0.300657	0.32424	0.382742
ZNF16	1.9228970176	1.9226610117	1.9228970176	2.634104131755	2.874559	2.874559	2.8961383	2.634495032002	2.875047	2.5038150547	2.634104131755	2.23786129321
ZNF160	15.660283	15.659394	15.660283	15.022534	10.2692325	10.2692325	10.193619	15.023963	10.272748	14.6730327	15.022534	16.4222038
ZNF165	3.7055	3.70504	3.7055	4.13351	0.129036	0.129036	0.11732	4.13436	0.129055	3.85531	4.13351	3.58609
ZNF169	2.4267469999999998	2.426442	2.4267469999999998	2.944903	2.533287293	2.533287293	2.410331243	2.945361	2.533658962	3.387314	2.944903	2.6238550000000003
ZNF17	0.9322281	0.9321634000000001	0.9322281	0.7664556	0.3314703	0.3314703	0.398459	0.7665599000000001	0.3315319	0.9161902	0.7664556	1.1870272
ZNF174	2.31126	2.310999	2.31126	2.1355209	1.685589	1.685589	1.9655299	2.1358974	1.685829	2.313163	2.1355209	2.772804
ZNF175	1.474773	1.47476	1.474773	0.7880532	0.659267	0.659267	0.6500550013235	0.7881471	0.65935	1.072021	0.7880532	1.416794
ZNF177	0.27354999999999996	0.273497	0.27354999999999996	0.1624059	0.2223267	0.2223267	0.2268359	0.1624296	0.22237500000000002	0.0929285	0.1624059	0.5212935
ZNF18	12.127336	12.126151	12.127336	14.209762	7.001231	7.001231	7.225458000000001	14.211561	7.0024869999999995	14.233747000000001	14.209762	12.381896999999999
ZNF180	5.575468	5.575093000000001	5.575468	4.6581630424188	2.40749	2.40749	2.4459614	4.6585620429392	2.407806	4.65565297	4.6581630424188	5.353931
ZNF181	6.9231395000000004	6.9232491000000005	6.9231395000000004	5.3216875	1.7905389999999999	1.7905389999999999	1.706554	5.321407700000001	1.790971	5.4260811	5.3216875	8.033154
ZNF182	3.498977	3.4984859999999998	3.498977	4.125859999999999	1.596743	1.596743	1.783658	4.12682	1.597003	4.38005	4.125859999999999	3.42923
ZNF184	13.9478	13.946	13.9478	17.2853	1.13224	1.13224	0.753367	17.289	1.13242	16.057	17.2853	14.0655
ZNF185	1.1302535	1.1301051	1.1302535	1.348673	13.28135618	13.28135618	12.1956868169	1.348946	13.28346744	1.3072899	1.348673	1.2370766
ZNF189	1.190504	1.190347	1.190504	1.351762	0.757052	0.757052	0.8674747	1.35206	0.75717	1.162757	1.351762	1.1030380000000002
ZNF19	1.8435534999999998	1.8434392	1.8435534999999998	3.1985246	1.2641165	1.2641165	1.3680742000000001	3.1986805	1.2643555	3.2631839	3.1985246	2.062548
ZNF192P1	0.137168	0.137153	0.137168	0.16187310000000002	0.41945904361	0.41945904361	0.2419012	0.1618846	0.41956931117	0.18525972	0.16187310000000002	0.24131592999999998
ZNF192P2	0	0	0	0	0	0	0	0	0	0	0	0
ZNF195	15.846689	15.845865	15.846689	15.9664068	8.9462416	8.9462416	8.3453516	15.9672474	8.9486543	14.0426218	15.9664068	14.9726340095481
ZNF197	3.2780199999999997	3.27759	3.2780199999999997	3.0534072	2.854622	2.854622	2.699778	3.0540866	2.85507	3.04659	3.0534072	3.55024
ZNF2	0.8674331999999999	0.8673135000000001	0.8674331999999999	1.0983474	0.466343	0.466343	0.5803867	1.0986042	0.46641299999999997	1.1937544	1.0983474	0.9107834
ZNF20	3.183051	3.1830760000000002	3.183051	2.242595	1.420754	1.420754	1.525563	2.24247	1.421178	1.6692850000000001	2.242595	2.597568
ZNF200	3.722156	3.721872	3.722156	3.4546930000000002	1.7214236	1.7214236	1.4757428	3.455216	1.7216716	3.341392057244	3.4546930000000002	3.4111312
ZNF202	7.4635050000000005	7.463107	7.4635050000000005	8.215523143	3.586121	3.586121	3.28917	8.216342765	3.586896	8.0014628	8.215523143	6.939688
ZNF204P	3.46817	3.46772	3.46817	3.88449	0.020405	0.020405	0.0204075	3.88532	0.0204082	3.94435	3.88449	3.59524
ZNF205	2.2239109999999997	2.223806	2.2239109999999997	2.158415	2.637818	2.637818	2.627418	2.1585269	2.6383099999999997	1.5211612	2.158415	1.957690523
ZNF207	115.519278	115.512619	115.519278	125.723462	57.354224	57.354224	56.3549	125.73046	57.363233	126.315043	125.723462	114.7504620279
ZNF208	0.4722351	0.4722364	0.4722351	0.9619328	0.615368	0.615368	0.387457	0.9619427	0.615535	1.7626475	0.9619328	0.84494619
ZNF209P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF211	23.021247	23.019578	23.021247	21.839755738	11.266062	11.266062	11.4713282	21.842131908	11.268116000000001	19.517630999999998	21.839755738	22.910286337400002
ZNF212	7.0934099999999995	7.092797	7.0934099999999995	11.032981999999999	5.223018	5.223018	5.108589	11.034718	5.224005	11.119378	11.032981999999999	7.74357
ZNF213	1.9579586	1.9577052	1.9579586	2.3106450258952	6.800795	6.800795	6.698519	2.310942025947	6.8018600000000005	2.018446	2.3106450258952	1.997919
ZNF214	0	0	0	0	0.0284957	0.0284957	0.0189994	0	0.0285001	0	0	0
ZNF215	0.573522	0.573462	0.573522	0.9747631	0.354393	0.354393	0.40466800000000003	0.9749298000000001	0.354442	0.84459065	0.9747631	0.354774
ZNF217	30.95952	30.95698	30.95952	29.04538	8.745611	8.745611	8.717569	29.04928	8.747409	28.69874	29.04538	30.91696
ZNF219	10.0631204	10.062944	10.0631204	7.9530909	6.627349	6.627349	6.1934313	7.9533486	6.6289781	7.5597506	7.9530909	9.5881799387302
ZNF22	6.40648	6.40564	6.40648	8.55353	4.67359	4.67359	4.67713	8.5554	4.67431	8.80067	8.55353	6.87039
ZNF221	0.0593267	0.0593193	0.0593267	0.0770553	0.02437758	0.02437758	0.055349800000000005	0.077072	0.02438126	0.0798567	0.0770553	0.0831904
ZNF222	2.46884	2.46861	2.46884	5.132364	1.2734619999999999	1.2734619999999999	0.848005	5.13271	1.273715	3.987516	5.132364	2.352764
ZNF223	1.447364	1.447446	1.447364	1.344496	0.953304	0.953304	0.987931	1.344571	0.953622	1.382995	1.344496	1.15970100464777
ZNF224	13.961557	13.961345	13.961557	18.202696	6.015333	6.015333	6.420677	18.202588	6.016829	18.302856	18.202696	14.8268
ZNF225	1.253441	1.2533830000000001	1.253441	1.30477800249791	0.9956118	0.9956118	1.2598981	1.30495900248827	0.9958216	1.3184879999999999	1.30477800249791	1.1998630000000001
ZNF226	5.579900000361766	5.580747000355992	5.579900000361766	4.77438	4.200482	4.200482	4.210724	4.774086	4.201869	4.57023800576092	4.77438	4.686899193854
ZNF227	2.56119855781	2.5612273595099997	2.56119855781	3.586217	1.9510251694	1.9510251694	1.90080376	3.58577	1.9515511007	3.45223	3.586217	2.74496903
ZNF229	0.00660343	0.00660247	0.00660343	0.107112622571	0.0209524	0.0209524	0.0104775	0.10713852263500001	0.0209558	0.073184970353687	0.107112622571	0.00660051
ZNF23	7.7219418	7.7218915	7.7219418	9.0401771	3.0613201	3.0613201	2.3847399	9.0405013	3.0619054	8.932917123542	9.0401771	7.3637796
ZNF230	1.100878	1.100818	1.100878	1.3257569999999999	1.541986	1.541986	1.534929	1.3258969999999999	1.542313	1.3183566	1.3257569999999999	1.034604
ZNF232	2.0330668	2.032932	2.0330668	2.081611	1.901562629932	1.901562629932	1.8285213	2.081774	1.901909739919	2.124502	2.081611	1.9726319651
ZNF233	1.5988756	1.5986281	1.5988756	1.6961521	0.3707699	0.3707699	0.807553	1.6964691	0.3707831	1.814147	1.6961521	2.068899
ZNF234	1.9241450000000002	1.924127	1.9241450000000002	0.775138	0.691859	0.691859	0.553651	0.7752049999999999	0.692051	0.8487150000000001	0.775138	1.1096
ZNF235	1.646182	1.646118	1.646182	1.84269184	1.5531579	1.5531579	1.6678798000000001	1.84264384	1.5533479	1.817061	1.84269184	1.373048
ZNF236	6.886781011401401	6.8879880146003	6.886781011401401	10.133325000000001	2.149504	2.149504	1.2286276	10.126408000000001	2.146058	9.6243875	10.133325000000001	6.580981
ZNF239	0.477311	0.477252	0.477311	0.373532	0	0	0	0.373608	0	0.318344	0.373532	0.583394
ZNF24	19.201399	19.200889	19.201399	15.862184	10.973926	10.973926	11.71439	15.863448	10.976295	14.872708	15.862184	17.68006
ZNF248	2.4784816	2.4784079	2.4784816	2.95712766536	1.8120374000000001	1.8120374000000001	1.5920475	2.95728070666	1.8125449	2.584326	2.95712766536	2.2964634999999998
ZNF25	5.63391	5.63312	5.63391	4.221018	3.807155	3.807155	4.0093986	4.222017	3.8077913	4.1926060000000005	4.221018	5.18825
ZNF250	11.87945	11.879256	11.87945	10.00475	1.469743	1.469743	1.7638481000000001	10.004826	1.470154	8.227115	10.00475	10.236797
ZNF251	9.48639662	9.48520219	9.48639662	9.827009088	3.40926568	3.40926568	3.0119037900000003	9.829309249	3.40996841	9.57405076	9.827009088	8.54679733
ZNF252P	2.779675	2.779434	2.779675	2.571114	3.0935692	3.0935692	2.8222632	2.571526	3.0941902	2.824624	2.571114	2.716964
ZNF253	3.205371	3.206343	3.205371	1.8926509999999999	0.8143320000000001	0.8143320000000001	0.5784516000000001	1.891832	0.813865	1.3981759999999999	1.8926509999999999	3.1661460000000003
ZNF254	2.825516	2.825209	2.825516	2.8805915300000002	1.240677632366	1.240677632366	1.240294	2.88118832	1.240875480427	3.1816698	2.8805915300000002	2.8034185
ZNF256	5.3369	5.33625	5.3369	7.533799999999999	0.48803	0.48803	0.643326	7.53533	0.488104	7.24254	7.533799999999999	5.16807
ZNF257	1.4606411	1.4604949	1.4606411	1.4833584143	0.1573452	0.1573452	0.3568956	1.4833982557	0.1573875	1.644407	1.4833584143	1.5288142
ZNF259P1	0.0120835	0.0120817	0.0120835	0	0	0	0.01902067	0	0	0	0	0.0120807
ZNF26	19.450747	19.449171	19.450747	14.572690999999999	4.419422	4.419422	4.164574	14.574923	4.420437000000001	15.848298	14.572690999999999	20.167362
ZNF260	1.5605470000000001	1.560683	1.5605470000000001	1.0318800000000001	1.2920164	1.2920164	1.8862328	1.03213	1.2920763	1.338664	1.0318800000000001	2.467113
ZNF263	30.349278	30.347275	30.349278	26.583469	12.689844	12.689844	12.8694977	26.587573	12.691797000000001	26.899086	26.583469	27.786109
ZNF264	9.21266	9.21243	9.21266	12.109201	5.136211	5.136211	5.716091	12.109551	5.136029	11.831161999999999	12.109201	10.402282999999999
ZNF266	42.627790000000005	42.62487	42.627790000000005	48.61974	15.802087	15.802087	16.823158	48.62648	15.805021	49.37719	48.61974	40.74535
ZNF267	9.630838	9.632112	9.630838	2.711701	24.910154	24.910154	25.709315	2.711	24.917479	2.665421	2.711701	6.244453
ZNF268	1.863829000122275	1.863845000124697	1.863829000122275	3.002923	1.825654900465031	1.825654900465031	1.710347	3.00303	1.826133800459857	2.609884784178	3.002923	2.0983608
ZNF271P	4.401865	4.401312	4.401865	3.73819	5.592406	5.592406	5.7965409999999995	3.738965	5.59324	3.757228	3.73819	4.544171
ZNF273	4.456353	4.455819	4.456353	4.374953	1.469545	1.469545	1.2345101	4.375910999999999	1.469768	4.485492	4.374953	4.753717
ZNF274	19.552296001588932	19.55034600158743	19.552296001588932	19.984719	6.644414	6.644414	6.955860812	19.988831	6.645605	19.827981	19.984719	18.858764999999998
ZNF275	5.274362	5.2736350000000005	5.274362	4.422456	1.233351	1.233351	1.19186	4.4234729999999995	1.2335580000000002	4.6202190000000005	4.422456	4.6965
ZNF276	62.521879999999996	62.51776	62.521879999999996	93.637979	32.400310000000005	32.400310000000005	29.88573	93.649782	32.4075	94.519479	93.637979	63.92403
ZNF277	25.956778	25.955267	25.956778	16.467266	22.094235	22.094235	21.03437	16.46942	22.099843	17.24015	16.467266	24.536856
ZNF28	4.79207	4.794451	4.79207	2.6428355	3.1764848	3.1764848	3.5894616999999998	2.6420991	3.1667780999999997	3.4032522	2.6428355	3.3804369999999997
ZNF280A	0	0	0	0	0	0	0	0	0	0	0	0
ZNF280B	0.6554770000000001	0.6553846	0.6554770000000001	0.7799841694558	0.0706852	0.0706852	0.07699628	0.7801701689124	0.07069639999999999	0.7954850000000001	0.7799841694558	0.6713964
ZNF280C	1.64331	1.64307	1.64331	1.30608	0.623565	0.623565	0.631602	1.3064	0.623666	1.39634	1.30608	1.7324600000000001
ZNF280D	4.793559	4.793383	4.793559	5.7241347000000005	5.6063351	5.6063351	6.591635	5.7233495	5.607851	5.9821725	5.7241347000000005	4.470504
ZNF281	9.08457	9.08329	9.08457	6.192746	10.718191000000001	10.718191000000001	10.612135	6.194193	10.719947	6.44133	6.192746	9.097760000000001
ZNF282	7.420927	7.420114	7.420927	12.78387	8.8368145	8.8368145	8.8724036	12.781151	8.838235899999999	10.760012	12.78387	7.785791
ZNF283	1.7555106999999999	1.7554528	1.7555106999999999	1.306694	0.67659177	0.67659177	0.6826348999999999	1.3068440000000001	0.67681499	1.9081417	1.306694	1.752643
ZNF284	0.59082	0.590739	0.59082	0.784131	0.438288	0.438288	0.430473	0.784319	0.43836	0.787998	0.784131	0.657995
ZNF285	0.101041	0.101026	0.101041	0.124714	0.070655	0.070655	0.0469816	0.124745	0.0706658	0.102199	0.124714	0.0849825
ZNF285B	0.0894779	0.0894673	0.0894779	0.0161774	0.0868359	0.0868359	0.0344854	0.0161805	0.0868486	0.0161848	0.0161774	0.0715582
ZNF286A	7.868027487	7.868173373	7.868027487	8.07617	0.72166205607762	0.72166205607762	0.90824649449633	8.07506	0.72174575530831	8.638945	8.07617	9.364187
ZNF286B	1.693073	1.693125	1.693073	2.409709	0.111856	0.111856	0.1843295	2.409561	0.111875	1.7739093946789999	2.409709	2.9571258
ZNF287	6.86966100837549	6.86995200827125	6.86966100837549	5.28679059	0.08711769999999999	0.08711769999999999	0.373018	5.28621441	0.0871413	5.61480193	5.28679059	5.792071
ZNF292	18.7933388	18.7906036	18.7933388	18.6485798	5.930328	5.930328	5.903847	18.6499504	5.9313530000000005	18.573323000000002	18.6485798	19.096706
ZNF296	5.646597889	5.6459287	5.646597889	8.73234	12.349960000000001	12.349960000000001	12.08520000076164	8.73401	12.35177	8.70352	8.73234	5.48134
ZNF299P	0	0	0	0	0	0	0	0	0	0	0	0
ZNF29P	0	0	0	0	0	0	0	0	0	1.58101	0	0
ZNF3	13.435970900000001	13.4355318	13.435970900000001	14.2255115	7.726033	7.726033	7.20299366	14.2267969	7.727536	13.280110800000001	14.2255115	13.818441
ZNF30	1.312228	1.3121	1.312228	1.038915	0.00495252	0.00495252	0.20240199	1.0387389999999999	0.00495343	0.8566956	1.038915	1.0615167
ZNF300	0.632648	0.632558	0.632648	0.974773139175953	0.74356100543538	0.74356100543538	0.774656	0.97500213928639	0.7436780054365401	0.7758290499078	0.974773139175953	0.571383
ZNF300P1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF302	4.03219	4.031734	4.03219	4.8800949000000005	3.0107985	3.0107985	2.4176967	4.8808104	3.0115963	4.4977206999999995	4.8800949000000005	4.0259807
ZNF304	2.23008073853	2.22976373919	2.23008073853	2.6653830000000003	1.5485485	1.5485485	1.6092819	2.666015	1.5487969	2.803496	2.6653830000000003	2.132747
ZNF311	0	0	0	0.1265178	0.03977116	0.03977116	0.06364155	0.1265465	0.03977738	0.0904133	0.1265178	0.0115655
ZNF316	28.38331	28.379800000000003	28.38331	40.23201	31.933369999999996	31.933369999999996	32.02906	40.24032	31.938119999999998	40.117000000000004	40.23201	28.11789
ZNF317	43.315819	43.310045	43.315819	52.19246	21.585205	21.585205	19.890996	52.19191	21.591776	51.687	52.19246	46.64669
ZNF317P1	0	0	0	0	0	0	0	0	0	0	0	0
ZNF318	10.830594000000001	10.829325	10.830594000000001	8.258703	7.549671	7.549671	7.33159	8.260442	7.5511669999999995	8.982974	8.258703	11.507116
ZNF319	4.23428	4.23413	4.23428	2.940036	4.687716999999999	4.687716999999999	4.926587	2.940486	4.688588	3.2865159999999998	2.940036	4.3167100000000005
ZNF32	17.39643	17.39525	17.39643	19.126829999999998	10.710601	10.710601	11.186879000000001	19.12915	10.71222	18.83476	19.126829999999998	16.93757
ZNF320	3.1209643999999996	3.1211416	3.1209643999999996	3.4464119	4.353679	4.353679	3.6917907	3.4462244	4.3550379999999995	4.3133602	3.4464119	3.2688107
ZNF321P	2.082246	2.0823289999999997	2.082246	1.919548	2.5442799999999997	2.5442799999999997	2.1697759999999997	1.9193440000000002	2.54511	1.919381	1.919548	1.735931
ZNF322	0.44080186000000005	0.44073693	0.44080186000000005	0.6179764357227491	1.30941200143592	1.30941200143592	1.1184781	0.61812631172324	1.30990200144478	0.5466800246317	0.6179764357227491	0.43430112000000004
ZNF322P1	0	0	0	0.0777053	0	0	0	0.0777062	0	0.0773847	0.0777053	0
ZNF324	9.02583	9.024799999999999	9.02583	10.2635	2.78334	2.78334	3.05877	10.26583	2.78378	9.859841	10.2635	8.802041000000001
ZNF324B	2.4787619999999997	2.4785690000000002	2.4787619999999997	2.5633559999999997	2.654222	2.654222	2.440287	2.5636200000000002	2.654661	2.480884	2.5633559999999997	2.819494
ZNF326	24.68796	24.68496	24.68796	23.10063	9.69305	9.69305	9.8322	23.10541	9.6945	23.27231	23.10063	23.98942
ZNF329	5.20416	5.203438	5.20416	5.825884	0.8108902	0.8108902	0.9081292	5.8270610000000005	0.8110632999999999	6.055109	5.825884	5.298221
ZNF330	35.693787	35.692593	35.693787	35.477794	37.283095	37.283095	39.5276765	35.479238	37.290542	35.190813999999996	35.477794	36.782788000000004
ZNF331	293.229498	293.212221	293.229498	313.86296	11.3406869	11.3406869	10.682765999999999	313.89364	11.3425993	313.082739	313.86296	290.694214
ZNF333	8.734544999999999	8.733883	8.734544999999999	8.398256	16.323155	16.323155	15.448782	8.399182	16.325756	8.8235654	8.398256	9.533269
ZNF334	0.15113872	0.15111834000000002	0.15113872	0.2846518	0.11566322	0.11566322	0.11276059999999999	0.2847144	0.11568093	0.2442224	0.2846518	0.159509
ZNF335	43.036269000000004	43.030125	43.036269000000004	52.940039	14.122936000000001	14.122936000000001	13.4668332	52.95258	14.1252011	53.529500999999996	52.940039	42.551601999999995
ZNF337	9.61008	9.608853	9.61008	14.578303	4.713169	4.713169	4.7772575	14.581415	4.7139193	15.002294	14.578303	9.619007
ZNF33A	9.05747	9.05655	9.05747	6.2863467	4.990557	4.990557	5.777759	6.2852809999999995	4.992185	6.3526792	6.2863467	8.98605000887065
ZNF33B	15.122252	15.122966	15.122252	9.48591500010639	3.3714939999999998	3.3714939999999998	3.9070020000000003	9.48543700010527	3.369755	9.26236000009	9.48591500010639	15.553639
ZNF33BP1	0	0	0	0.015525	0	0	0	0.015528	0	0.0155322	0.015525	0
ZNF33CP	0	0	0	0	0	0	0	0	0	0	0	0
ZNF34	4.6306958868	4.63031492	4.6306958868	3.013184	6.9256519999999995	6.9256519999999995	7.231907	3.013787	6.926672	3.088447	3.013184	3.9280159500000003
ZNF341	2.23292936648	2.2326203691099997	2.23292936648	2.3666106	3.5281027000000003	3.5281027000000003	3.593865	2.3671521	3.5286600999999997	2.37523	2.3666106	1.93310148200276
ZNF343	3.936739	3.936528	3.936739	3.416481	2.26017	2.26017	2.041177	3.416858	2.260806	3.357	3.416481	3.891433
ZNF345	3.5613737095441897	3.5614207096774297	3.5613737095441897	3.9238571	2.0787557	2.0787557	1.7053947	3.9237251	2.0792864	3.69848	3.9238571	3.92530010946914
ZNF346	4.99035802423	4.98997214506	4.99035802423	3.78328	2.6886550000000002	2.6886550000000002	3.1501449999999998	3.783734	2.689034	4.096902	3.78328	5.100422
ZNF347	0.9343754000000001	0.93452396	0.9343754000000001	1.717142	5.4185362	5.4185362	5.7399938	1.71696	5.4201863	1.7507276	1.717142	1.3026520002678
ZNF35	0.2720682	0.2720322	0.2720682	0.290081	1.2374242	1.2374242	1.1651470000000002	0.29013279999999997	1.2376272	0.4411624	0.290081	0.3197306
ZNF350	35.747142	35.772622	35.747142	24.768303	23.921539	23.921539	22.996061	24.767458	23.915791	28.094932	24.768303	31.427091
ZNF354A	7.152802	7.152161	7.152802	5.4711479999999995	5.790431	5.790431	5.511879	5.471984999999999	5.791478	5.283229	5.4711479999999995	6.419635
