GSM,GSE,GPL,val,technology,title,ReadLength,cell.type,ReadsType
GSM3289999,GSE117254;GSE117259,GPL18573,b cell lymphoma cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.52777138,B.cells,SINGLE
GSM3289997,GSE117254;GSE117259,GPL18573,b cell lymphoma cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.52786151,B.cells,SINGLE
GSM3289998,GSE117254;GSE117259,GPL18573,b cell lymphoma cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.52838216,B.cells,SINGLE
GSM3289993,GSE117254;GSE117259,GPL18573,b cell lymphoma cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.52880642,B.cells,SINGLE
GSM3289974,GSE117254;GSE117259,GPL18573,b cell lymphoma cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.52910255,B.cells,SINGLE
GSM2756554,GSE103170,GPL18573,peripheral neutrophils,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.52943141,neutrophils,SINGLE
GSM1861845,GSE72400,GPL18573,naive CD31+ CD4+ T cell, thymectomy 1,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.53008541,naive.CD4.T.cells,SINGLE
GSM1841071,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.53174981,memory.CD4.T.cells,SINGLE
GSM2756551,GSE103170,GPL18573,peripheral neutrophils,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.53279214,neutrophils,SINGLE
GSM1861849,GSE72400,GPL18573,memory (CD45RA-) CD4 T cell, thymectomy 3,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.53416164,memory.CD4.T.cells,SINGLE
GSM1861848,GSE72400,GPL18573,naive CD31+ CD4+ T cell, thymectomy 2,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.53450412,naive.CD4.T.cells,SINGLE
GSM1861847,GSE72400,GPL18573,naive CD31- CD4+ T cell, thymectomy 2,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.53609047,naive.CD4.T.cells,SINGLE
GSM1841078,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.53942734,memory.CD4.T.cells,SINGLE
GSM1841073,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.54298825,memory.CD4.T.cells,SINGLE
GSM1841075,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.54309011,memory.CD4.T.cells,SINGLE
GSM2756550,GSE103170,GPL18573,peripheral neutrophils,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.54437182,neutrophils,SINGLE
GSM1841081,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.54627669,memory.CD4.T.cells,SINGLE
GSM1841069,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.55299578,memory.CD4.T.cells,SINGLE
GSM1841077,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.55332488,memory.CD4.T.cells,SINGLE
GSM1841079,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.55760469,memory.CD4.T.cells,SINGLE
GSM1841072,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.56178186,memory.CD4.T.cells,SINGLE
GSM1841076,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.56238019,memory.CD4.T.cells,SINGLE
GSM1841074,GSE71595;GSE71597,GPL18573,CD4+CD45RO+ T cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.56513746,memory.CD4.T.cells,SINGLE
GSM2756553,GSE103170,GPL18573,peripheral neutrophils,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),75.56788577,neutrophils,SINGLE
GSM2734886,GSE102335,GPL18573,Samples were obtained through the Netherlands Brain bank and microglia isolation was performed according to what's is described in the methods section of the manuscript,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2734887,GSE102335,GPL18573,Samples were obtained through the Netherlands Brain bank and microglia isolation was performed according to what's is described in the methods section of the manuscript,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2734888,GSE102335,GPL18573,Samples were obtained through the Netherlands Brain bank and microglia isolation was performed according to what's is described in the methods section of the manuscript,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2836513,GSE106359,GPL18573,in vitro differentiated monocytes (from fetal liver CD34+ cells),high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966577,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966574,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966571,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966576,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2966572,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966569,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2966578,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966581,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966582,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966580,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2966616,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966585,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966584,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2966618,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2966677,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2966649,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966708,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966647,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2966710,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966549,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966648,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966546,GSE109761,GPL18573,NK cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,NK.cells,SINGLE
GSM2966619,GSE109761,GPL18573,REF.Monocytes,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,monocytic.lineage,SINGLE
GSM2966548,GSE109761,GPL18573,REF.Bcells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2982831,GSE110219,GPL18573,B cells from lymphoma patient,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM2982826,GSE110219,GPL18573,Healthy B cells,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),76,B.cells,SINGLE
GSM1229072,GSE50781,GPL10999,fibroblast, lung,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,fibroblasts,SINGLE
GSM1229067,GSE50781,GPL10999,endothelial cells, cord blood,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,endothelial.cells,SINGLE
GSM1229071,GSE50781,GPL10999,fibroblast, lung,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,fibroblasts,SINGLE
GSM1229066,GSE50781,GPL10999,endothelial cells, cord blood,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,endothelial.cells,SINGLE
GSM1701336,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701328,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701337,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701339,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701332,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701330,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701338,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701335,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701333,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701327,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701329,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701334,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701331,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM1701340,GSE69446,GPL10999,monocytes,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),76,monocytic.lineage,SINGLE
GSM3112125,GSE103477,GPL18573,THP-1 monocyte AML cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),79.13622152,monocytic.lineage,SINGLE
GSM835231,GSE33772,GPL9115,CD19,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),80,B.cells,SINGLE
GSM835233,GSE33772,GPL9115,neutrophils,high-throughput sequencing,Illumina Genome Analyzer II (Homo sapiens),80,neutrophils,SINGLE
GSM1939334,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939333,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939332,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939327,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939326,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939328,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939329,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939330,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM1939331,GSE74974,GPL10999,LCLs B-cells,high-throughput sequencing,Illumina Genome Analyzer IIx (Homo sapiens),80,B.cells,SINGLE
GSM3112128,GSE103477,GPL18573,THP-1 monocyte AML cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),82.77295621,monocytic.lineage,SINGLE
GSM3112126,GSE103477,GPL18573,THP-1 monocyte AML cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),83.24286372,monocytic.lineage,SINGLE
GSM3112123,GSE103477,GPL18573,THP-1 monocyte AML cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),83.24997005,monocytic.lineage,SINGLE
GSM3112127,GSE103477,GPL18573,THP-1 monocyte AML cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),83.29324585,monocytic.lineage,SINGLE
GSM3112124,GSE103477,GPL18573,THP-1 monocyte AML cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),83.35108472,monocytic.lineage,SINGLE
GSM3138616,GSE114265;GSE114270,GPL18573,Lymphoma B-cell immortalized cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),83.54018443,B.cells,SINGLE
GSM3138615,GSE114265;GSE114270,GPL18573,Lymphoma B-cell immortalized cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),83.55008583,B.cells,SINGLE
GSM3138618,GSE114265;GSE114270,GPL18573,Lymphoma B-cell immortalized cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),84.13470175,B.cells,SINGLE
GSM3138619,GSE114265;GSE114270,GPL18573,Lymphoma B-cell immortalized cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),84.40705702,B.cells,SINGLE
GSM3138617,GSE114265;GSE114270,GPL18573,Lymphoma B-cell immortalized cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),84.52829656,B.cells,SINGLE
GSM3138614,GSE114265;GSE114270,GPL18573,Lymphoma B-cell immortalized cell line,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),84.52857826,B.cells,SINGLE
GSM2084425,GSE79044;GSE79046,GPL18573,3h Monocyte Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084375,GSE79044;GSE79046,GPL18573,3h Macrophage Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084401,GSE79044;GSE79046,GPL18573,3h Neutrophil  Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084404,GSE79044;GSE79046,GPL18573,6h Neutrophil  Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084427,GSE79044;GSE79046,GPL18573,3h Monocyte Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084444,GSE79044;GSE79046,GPL18573,120h Monocyte Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084447,GSE79044;GSE79046,GPL18573,120h Monocyte LPS Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084428,GSE79044;GSE79046,GPL18573,6h Monocyte Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084380,GSE79044;GSE79046,GPL18573,12h Macrophage Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084441,GSE79044;GSE79046,GPL18573,96h Monocyte Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084466,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084407,GSE79044;GSE79046,GPL18573,12h Neutrophil  Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084437,GSE79044;GSE79046,GPL18573,48h Monocyte Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084431,GSE79044;GSE79046,GPL18573,12h Monocyte Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084414,GSE79044;GSE79046,GPL18573,48h Neutrophil  Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084450,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084386,GSE79044;GSE79046,GPL18573,48h Macrophage Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084457,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084452,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084460,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084440,GSE79044;GSE79046,GPL18573,96h Monocyte Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084383,GSE79044;GSE79046,GPL18573,24h Macrophage Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084388,GSE79044;GSE79046,GPL18573,48h Macrophage Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084446,GSE79044;GSE79046,GPL18573,120h Monocyte LPS Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084465,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084409,GSE79044;GSE79046,GPL18573,12h Neutrophil  Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084377,GSE79044;GSE79046,GPL18573,6h Macrophage Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084406,GSE79044;GSE79046,GPL18573,6h Neutrophil  Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084422,GSE79044;GSE79046,GPL18573,120h Neutrophil LPS Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084426,GSE79044;GSE79046,GPL18573,3h Monocyte Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084387,GSE79044;GSE79046,GPL18573,48h Macrophage Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084395,GSE79044;GSE79046,GPL18573,120h Macrophage Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084378,GSE79044;GSE79046,GPL18573,6h Macrophage Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084374,GSE79044;GSE79046,GPL18573,3h Macrophage Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084456,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084448,GSE79044;GSE79046,GPL18573,120h Monocyte LPS Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084402,GSE79044;GSE79046,GPL18573,3h Neutrophil  Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084430,GSE79044;GSE79046,GPL18573,6h Monocyte Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084454,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084392,GSE79044;GSE79046,GPL18573,96h Macrophage Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084403,GSE79044;GSE79046,GPL18573,3h Neutrophil  Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084442,GSE79044;GSE79046,GPL18573,96h Monocyte Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084464,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084390,GSE79044;GSE79046,GPL18573,48h Macrophage LPS Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084398,GSE79044;GSE79046,GPL18573,Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084433,GSE79044;GSE79046,GPL18573,12h Monocyte Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084397,GSE79044;GSE79046,GPL18573,120h Macrophage Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084417,GSE79044;GSE79046,GPL18573,96h Neutrophil  Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084461,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084449,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084451,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084463,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084455,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084389,GSE79044;GSE79046,GPL18573,48h Macrophage LPS Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084416,GSE79044;GSE79046,GPL18573,96h Neutrophil  Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084458,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084379,GSE79044;GSE79046,GPL18573,6h Macrophage Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084419,GSE79044;GSE79046,GPL18573,120h Neutrophil  Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084462,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084385,GSE79044;GSE79046,GPL18573,24h Macrophage Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084405,GSE79044;GSE79046,GPL18573,6h Neutrophil  Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084459,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084453,GSE79044;GSE79046,GPL18573,Monocyte-derived Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084391,GSE79044;GSE79046,GPL18573,48h Macrophage LPS Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084434,GSE79044;GSE79046,GPL18573,24h Monocyte Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084438,GSE79044;GSE79046,GPL18573,48h Monocyte Rep2 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,monocytic.lineage,SINGLE
GSM2084394,GSE79044;GSE79046,GPL18573,96h Macrophage Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
GSM2084418,GSE79044;GSE79046,GPL18573,96h Neutrophil  Rep3 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084410,GSE79044;GSE79046,GPL18573,24h Neutrophil  Rep1 RNA-seq,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,neutrophils,SINGLE
GSM2084399,GSE79044;GSE79046,GPL18573,Macrophage,high-throughput sequencing,Illumina NextSeq 500 (Homo sapiens),86,macrophages,SINGLE
